RIVM_M096676_1,VNTR81_01,97.531,81,2,0,1722246,1722326,1,81,5.96e-34,139
RIVM_M096676_1,VNTR81_01,95.062,81,4,0,1722003,1722083,1,81,1.29e-30,128
RIVM_M096676_1,VNTR81_01,90.123,81,8,0,1722084,1722164,1,81,6.05e-24,106
RIVM_M096676_1,VNTR81_01,88.312,77,9,0,1722165,1722241,1,77,4.71e-20,93.5
RIVM_M096676_1,VNTR81_01,83.951,81,11,2,1721923,1722002,2,81,4.74e-15,76.8
RIVM_M096676_1,VNTR81_01,83.721,43,7,0,1721873,1721915,33,75,1.73e-04,41.7
RIVM_M096676_1,VNTR81_01,100.000,16,0,0,13990,14005,75,60,0.37,30.7
RIVM_M096676_1,VNTR81_01,100.000,14,0,0,1145384,1145397,1,14,4.8,27.0
RIVM_M096676_1,VNTR81_01,87.500,24,2,1,2365060,2365083,34,56,4.8,27.0
RIVM_M096676_1,VNTR81_01,94.444,18,0,1,105362,105379,50,66,4.8,27.0
RIVM_M096676_1,VNTR81_01,94.118,17,1,0,453611,453627,69,53,4.8,27.0
RIVM_M096676_1,VNTR67_01,98.485,66,0,1,2142594,2142659,1,65,1.00e-26,115
RIVM_M096676_1,VNTR67_01,100.000,15,0,0,508312,508326,34,20,1.3,28.8
RIVM_M096676_1,VNTR67_01,100.000,14,0,0,1355469,1355482,32,19,4.8,27.0
RIVM_M096676_1,VNTR67_01,94.118,17,1,0,396639,396655,22,38,4.8,27.0
RIVM_M096676_1,VNTR67_01,100.000,14,0,0,297633,297646,35,22,4.8,27.0
RIVM_M096676_1,VNTR67_01,94.118,17,1,0,2385340,2385356,24,40,4.8,27.0
RIVM_M096676_1,VNTR67_01,86.957,23,3,0,1166080,1166102,34,56,4.8,27.0
RIVM_M096676_1,VNTR67_01,94.118,17,1,0,1647507,1647523,41,57,4.8,27.0
RIVM_M096676_1,VNTR67_01,90.476,21,0,1,2765604,2765624,61,43,4.8,27.0
RIVM_M096676_1,VNTR67_01,100.000,14,0,0,1124853,1124866,52,65,4.8,27.0
RIVM_M096676_1,VNTR61_02,98.361,61,1,0,2123729,2123789,1,61,1.68e-24,108
RIVM_M096676_1,VNTR61_02,95.082,61,3,0,2123668,2123728,1,61,3.64e-21,97.1
RIVM_M096676_1,VNTR61_02,93.333,60,4,0,2123607,2123666,1,60,6.09e-19,89.8
RIVM_M096676_1,VNTR61_02,93.333,30,2,0,2123790,2123819,1,30,1.34e-05,45.4
RIVM_M096676_1,VNTR61_02,100.000,22,0,0,456819,456840,22,1,1.73e-04,41.7
RIVM_M096676_1,VNTR61_02,78.788,66,8,3,867482,867546,61,1,6.22e-04,39.9
RIVM_M096676_1,VNTR61_02,92.593,27,2,0,2663341,2663367,3,29,6.22e-04,39.9
RIVM_M096676_1,VNTR61_02,95.238,21,1,0,867553,867573,55,35,0.029,34.4
RIVM_M096676_1,VNTR61_02,81.579,38,7,0,1052418,1052455,38,1,0.10,32.5
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1307308,1307329,1,22,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1307377,1307398,1,22,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1307446,1307467,1,22,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1053212,1053233,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052972,1052993,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052912,1052933,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052793,1052814,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052733,1052754,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052614,1052635,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,1052554,1052575,22,1,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,2187679,2187700,1,22,0.37,30.7
RIVM_M096676_1,VNTR61_02,90.909,22,2,0,2187817,2187838,1,22,0.37,30.7
